"di_id","Year","Poorpop","Poorpop.Interp","P20population"
"TO",1998,,3077.57490256667,
"TO",1999,3075.78920974,3075.78920974,1903.87842125
"TO",2000,,2785.87863012,
"TO",2001,,2495.9680505,
"TO",2002,2206.05747088,2206.05747088,1686.81931248
"TO",2003,,2058.53760555,
"TO",2004,,1911.01774022,
"TO",2005,1763.49787489,1763.49787489,1658.59912951
"TO",2006,,1675.23297627667,
"TO",2007,,1586.96807766333,
"TO",2008,1498.70317905,1498.70317905,1644.62006205
"TO",2009,,1259.026496926,
"TO",2010,1019.349814802,1019.349814802,1431.34952719
"TO",2011,1023.656775042,1023.656775042,2211.27961923
"TO",2012,1027.317691246,1027.317691246,2390.12153919
"TO",2013,1165.79452944,1165.79452944,3834.03083536
"TO",2014,,1103.471718092,
"TO",2015,1041.148906744,1041.148906744,3871.74213668
"TO",2016,,1041.148906744,
"TO",2017,,1041.148906744,
"TT",1981,0,0,0
"TT",1982,,0,
"TT",1983,,0,
"TT",1984,0,0,0
"TT",1985,,1738.93537754067,
"TT",1986,,3477.87075508133,
"TT",1987,5216.806132622,5216.806132622,0
"TT",1988,,19113.5760460813,
"TT",1989,,33010.3459595407,
"TT",1990,46907.115873,46907.115873,9463.835442
"TT",1991,,42944.84421504,
"TT",1992,,38982.57255708,
"TT",1993,35020.30089912,35020.30089912,12387.132157715
"TT",1994,,35837.9881502533,
"TT",1995,,36655.6754013867,
"TT",1996,37473.36265252,37473.36265252,18789.576657
"TT",1997,,28048.8620300217,
"TT",1998,,18624.3614075233,
"TT",1999,9199.860785025,9199.860785025,5270.012614225
"TT",2000,,7857.116750896,
"TT",2001,,6514.372716767,
"TT",2002,5171.628682638,5171.628682638,3706.119595959
"TT",2003,,8581.11233558533,
"TT",2004,,11990.5959885327,
"TT",2005,15400.07964148,15400.07964148,14404.54013374
"TT",2006,,12671.798979124,
"TT",2007,,9943.518316768,
"TT",2008,7215.237654412,7215.237654412,8327.930559792
"TT",2009,,7432.972483256,
"TT",2010,7650.7073121,7650.7073121,10789.3462776
"TT",2011,6632.984699796,6632.984699796,11292.107596588
"TT",2012,6040.820609532,6040.820609532,11243.673279972
"TT",2013,9176.130047568,9176.130047568,21946.28209224
"TT",2014,,8413.75288281,
"TT",2015,7651.375718052,7651.375718052,21731.90359992
"TT",2016,,7651.375718052,
"TT",2017,,7651.375718052,
"TN",1981,980443.9406976,980443.9406976,133574.18775424
"TN",1982,,980191.158752733,
"TN",1983,,979938.376807867,
"TN",1984,979685.594863,979685.594863,240836.37572865
"TN",1985,,982211.176452,
"TN",1986,,984736.758041,
"TN",1987,987262.33963,987262.33963,349289.40809676
"TN",1988,,927729.15327545,
"TN",1989,,868195.9669209,
"TN",1990,808662.78056635,808662.78056635,265090.13578616
"TN",1991,,844328.033583167,
"TN",1992,,879993.286599983,
"TN",1993,915658.5396168,915658.5396168,333119.4390048
"TN",1994,,913279.032287813,
"TN",1995,,910899.524958827,
"TN",1996,908520.01762984,908520.01762984,464633.52716193
"TN",1997,,805712.192249693,
"TN",1998,,702904.366869547,
"TN",1999,600096.5414894,600096.5414894,275009.77875198
"TN",2000,,544319.146459987,
"TN",2001,,488541.751430573,
"TN",2002,432764.35640116,432764.35640116,249667.66935216
"TN",2003,,396652.229326967,
"TN",2004,,360540.102252773,
"TN",2005,324427.97517858,324427.97517858,305476.93124442
"TN",2006,,302742.4913586,
"TN",2007,,281057.00753862,
"TN",2008,259371.52371864,259371.52371864,304735.74838896
"TN",2009,,241908.572093895,
"TN",2010,224445.62046915,224445.62046915,322535.88915332
"TN",2011,196166.4773562,196166.4773562,334991.87679361
"TN",2012,150529.84956932,150529.84956932,309407.269561
"TN",2013,122206.19057326,122206.19057326,308020.13184956
"TN",2014,,113511.183013719,
"TN",2015,104816.175454179,104816.175454179,361124.56061199
"TN",2016,,104816.175454179,
"TN",2017,,104816.175454179,
"TR",1981,2620384.13555548,2620384.13555548,259703.967762708
"TR",1982,,2316748.20651404,
"TR",1983,,2013112.27747259,
"TR",1984,1709476.34843115,1709476.34843115,305394.418095975
"TR",1985,,1420712.5414045,
"TR",1986,,1131948.73437785,
"TR",1987,843184.9273512,843184.9273512,233579.711596734
"TR",1988,,898043.60689702,
"TR",1989,,952902.28644284,
"TR",1990,1007760.96598866,1007760.96598866,269091.062376396
"TR",1991,,1014586.07330851,
"TR",1992,,1021411.18062836,
"TR",1993,1028236.28794821,1028236.28794821,308606.515411689
"TR",1994,,1065053.8266491,
"TR",1995,,1101871.36534999,
"TR",1996,1138688.90405088,1138688.90405088,455339.720166864
"TR",1997,,1068357.80231794,
"TR",1998,,998026.700585,
"TR",1999,927695.59885206,927695.59885206,287408.110536306
"TR",2000,,990273.359004387,
"TR",2001,,1052851.11915671,
"TR",2002,1115428.87930904,1115428.87930904,485761.00507409
"TR",2003,,1331948.16948258,
"TR",2004,,1548467.45965612,
"TR",2005,1764986.74982966,1764986.74982966,1610014.88052022
"TR",2006,,1322792.60620692,
"TR",2007,,880598.46258418,
"TR",2008,438404.31896144,438404.31896144,646416.128418528
"TR",2009,,502102.338006003,
"TR",2010,565800.357050566,565800.357050566,1035129.77432348
"TR",2011,203421.56391557,203421.56391557,858529.4489814
"TR",2012,191844.778282895,191844.778282895,826770.28370373
"TR",2013,251573.854060843,251573.854060843,942600.40694752
"TR",2014,,235618.082712598,
"TR",2015,219662.311364352,219662.311364352,1137038.71573792
"TR",2016,,219662.311364352,
"TR",2017,,219662.311364352,
"UA",1981,897772.19103,897772.19103,76684.704845
"UA",1982,,825969.8601,
"UA",1983,,754167.52917,
"UA",1984,682365.19824,682365.19824,137985.255078
"UA",1985,,677139.61931,
"UA",1986,,671914.04038,
"UA",1987,666688.46145,666688.46145,200579.686417
"UA",1988,,709223.89346,
"UA",1989,,751759.32547,
"UA",1990,794294.75748,794294.75748,237708.68982
"UA",1991,,758281.0599302,
"UA",1992,,722267.3623804,
"UA",1993,686253.6648306,686253.6648306,195502.4550675
"UA",1994,,1370705.53919298,
"UA",1995,,2055157.41355536,
"UA",1996,2739609.28791774,2739609.28791774,1735086.15465291
"UA",1997,,3196272.17368099,
"UA",1998,,3652935.05944425,
"UA",1999,4109597.9452075,4109597.9452075,1770753.0971325
"UA",2000,,3008099.38222167,
"UA",2001,,1906600.81923583,
"UA",2002,805102.25625,805102.25625,422395.03692
"UA",2003,,576878.945450167,
"UA",2004,,348655.634650333,
"UA",2005,120432.3238505,120432.3238505,120432.3238505
"UA",2006,,81823.6444419073,
"UA",2007,,43214.9650333147,
"UA",2008,4606.285624722,4606.285624722,12406.95345438
"UA",2009,,3253.987378521,
"UA",2010,1901.68913232,1901.68913232,11722.41334538
"UA",2011,0,0,7421.26289212
"UA",2012,0,0,58098.174391
"UA",2013,0,0,20103.86488032
"UA",2014,,27059.3872277865,
"UA",2015,54118.774455573,54118.774455573,123307.254549606
"UA",2016,,54118.774455573,
"UA",2017,,54118.774455573,
"GB",1981,413473.573712787,413473.573712787,277905.425550681
"GB",1982,,413689.466183397,
"GB",1983,,413905.358654006,
"GB",1984,414121.251124616,414121.251124616,278340.744947608
"GB",1985,,369485.916828894,
"GB",1986,,324850.582533172,
"GB",1987,280215.24823745,280215.24823745,280215.24823745
"GB",1988,,280947.886002218,
"GB",1989,,281680.523766986,
"GB",1990,282413.161531754,282413.161531754,282413.161531754
"GB",1991,,283187.718247851,
"GB",1992,,283962.274963949,
"GB",1993,284736.831680046,284736.831680046,284736.831680046
"GB",1994,,285474.073754547,
"GB",1995,,286211.315829049,
"GB",1996,286948.55790355,286948.55790355,286948.55790355
"GB",1997,,287796.270523725,
"GB",1998,,288643.983143899,
"GB",1999,289491.695764074,289491.695764074,141172.232408802
"GB",2000,,290623.06181856,
"GB",2001,,291754.427873045,
"GB",2002,292885.793927531,292885.793927531,142827.383218863
"GB",2003,,295676.214300221,
"GB",2004,,298466.63467291,
"GB",2005,301257.0550456,301257.0550456,301257.0550456
"GB",2006,,248868.437932552,
"GB",2007,,196479.820819503,
"GB",2008,144091.203706455,144091.203706455,144091.203706455
"GB",2009,,147611.535069488,
"GB",2010,151131.86643252,151131.86643252,151131.86643252
"GB",2011,155574.301769268,155574.301769268,313798.962425982
"GB",2012,157843.9288745,157843.9288745,157843.9288745
"GB",2013,153946.604104956,153946.604104956,153946.604104956
"GB",2014,,151612.40959342,
"GB",2015,149278.215081884,149278.215081884,149278.215081884
"GB",2016,,149278.215081884,
"GB",2017,,149278.215081884,
"US",1981,1145719.607612,1145719.607612,1145719.607612
"US",1982,,1156256.52899133,
"US",1983,,1166793.45037067,
"US",1984,1177330.37175,1177330.37175,1177330.37175
"US",1985,,1188029.481762,
"US",1986,,1198728.591774,
"US",1987,1209427.701786,1209427.701786,1209427.701786
"US",1988,,1221550.63504933,
"US",1989,,1233673.56831267,
"US",1990,1245796.501576,1245796.501576,1245796.501576
"US",1991,,1407460.902518,
"US",1992,,1569125.30346,
"US",1993,1730789.704402,1730789.704402,1297856.661728
"US",1994,,1750358.64278667,
"US",1995,,1769927.58117133,
"US",1996,1789496.519556,1789496.519556,1789496.519556
"US",1997,,1888861.492824,
"US",1998,,1988226.466092,
"US",1999,2087591.43936,2087591.43936,2087591.43936
"US",2000,,2228718.37599597,
"US",2001,,2369845.31263193,
"US",2002,2510972.2492679,2510972.2492679,2510972.2492679
"US",2003,,2657098.33912802,
"US",2004,,2803224.42898815,
"US",2005,2949350.51884828,2949350.51884828,2949350.51884828
"US",2006,,2978800.49625691,
"US",2007,,3008250.47366554,
"US",2008,3037700.45107417,3037700.45107417,3037700.45107417
"US",2009,,3061181.12269768,
"US",2010,3084661.79432118,3084661.79432118,3862840.16643679
"US",2011,3106535.99886416,3106535.99886416,3890702.51236386
"US",2012,3128590.04481961,3128590.04481961,3918800.24940128
"US",2013,3149345.86402601,3149345.86402601,3945279.15096876
"US",2014,,3442470.95087908,
"US",2015,3735596.03773216,3735596.03773216,4004844.34506506
"US",2016,,3735596.03773216,
"US",2017,,3735596.03773216,
"UY",1981,0,0,0
"UY",1982,,9387.69194359333,
"UY",1983,,18775.3838871867,
"UY",1984,28163.07583078,28163.07583078,3897.65675974
"UY",1985,,23046.752488066,
"UY",1986,,17930.429145352,
"UY",1987,12814.105802638,12814.105802638,4428.449983122
"UY",1988,,16543.1434744017,
"UY",1989,,20272.1811461653,
"UY",1990,24001.218817929,24001.218817929,8099.596261809
"UY",1991,,21270.638476986,
"UY",1992,,18540.058136043,
"UY",1993,15809.4777951,15809.4777951,5669.94928989
"UY",1994,,14993.85765279,
"UY",1995,,14178.23751048,
"UY",1996,13362.61736817,13362.61736817,6839.38080343
"UY",1997,,12605.098487952,
"UY",1998,,11847.579607734,
"UY",1999,11090.060727516,11090.060727516,5567.08365891
"UY",2000,,18211.9028321723,
"UY",2001,,25333.7449368287,
"UY",2002,32455.587041485,32455.587041485,18002.666241952
"UY",2003,,27971.887736126,
"UY",2004,,23488.188430767,
"UY",2005,19004.489125408,19004.489125408,17729.795348256
"UY",2006,,14563.0816110853,
"UY",2007,,10121.6740967627,
"UY",2008,5680.26658244,5680.26658244,7293.483938176
"UY",2009,,5346.9541377775,
"UY",2010,5013.641693115,5013.641693115,6443.108001
"UY",2011,3888.483961472,3888.483961472,8308.632773408
"UY",2012,4789.064940645,4789.064940645,10151.984784447
"UY",2013,5391.64794227,5391.64794227,13733.834149375
"UY",2014,,4846.902636991,
"UY",2015,4302.157331712,4302.157331712,12128.398463104
"UY",2016,,4302.157331712,
"UY",2017,,4302.157331712,
"UZ",1981,5165289.253796,5165289.253796,2229597.5040356
"UZ",1982,,5421773.61072983,
"UZ",1983,,5678257.96766367,
"UZ",1984,5934742.3245975,5934742.3245975,3261816.8084725
"UZ",1985,,5957573.9870492,
"UZ",1986,,5980405.6495009,
"UZ",1987,6003237.3119526,6003237.3119526,3717189.6058688
"UZ",1988,,6007000.4529684,
"UZ",1989,,6010763.5939842,
"UZ",1990,6014526.735,6014526.735,3612311.444
"UZ",1991,,6790478.9924,
"UZ",1992,,7566431.2498,
"UZ",1993,8342383.5072,8342383.5072,5516486.4924
"UZ",1994,,8912980.50396667,
"UZ",1995,,9483577.50073333,
"UZ",1996,10054174.4975,10054174.4975,7640462.955
"UZ",1997,,10834363.1472933,
"UZ",1998,,11614551.7970867,
"UZ",1999,12394740.44688,12394740.44688,9645836.76837
"UZ",2000,,13165570.66387,
"UZ",2001,,13936400.88086,
"UZ",2002,14707231.09785,14707231.09785,11700497.58099
"UZ",2003,,14467729.5423667,
"UZ",2004,,14228227.9868833,
"UZ",2005,13988726.4314,13988726.4314,13619988.9175
"UZ",2006,,12777999.12452,
"UZ",2007,,11567271.81764,
"UZ",2008,10356544.51076,10356544.51076,11420182.42064
"UZ",2009,,9358033.89034,
"UZ",2010,8359523.26992,8359523.26992,10951855.26264
"UZ",2011,7592537.9502,7592537.9502,11593290.80754
"UZ",2012,6540484.02385,6540484.02385,11061342.87055
"UZ",2013,5772737.33504,5772737.33504,11237683.57504
"UZ",2014,,5078155.51716,
"UZ",2015,4383573.69928,4383573.69928,10344746.54383
"UZ",2016,,4383573.69928,
"UZ",2017,,4383573.69928,
"VU",1981,25079.96645,25079.96645,4236.1851224
"VU",1982,,21311.0151501333,
"VU",1983,,17542.0638502667,
"VU",1984,13773.1125504,13773.1125504,2816.9814708
"VU",1985,,15425.7884711,
"VU",1986,,17078.4643918,
"VU",1987,18731.1403125,18731.1403125,6908.68542375
"VU",1988,,18582.000256,
"VU",1989,,18432.8601995,
"VU",1990,18283.720143,18283.720143,6633.78667896
"VU",1991,,19308.9243876,
"VU",1992,,20334.1286322,
"VU",1993,21359.3328768,21359.3328768,8530.10740908
"VU",1994,,21000.2682032,
"VU",1995,,20641.2035296,
"VU",1996,20282.138856,20282.138856,11203.55209638
"VU",1997,,19985.2205908333,
"VU",1998,,19688.3023256667,
"VU",1999,19391.3840605,19391.3840605,11213.40097735
"VU",2000,,21813.1275064667,
"VU",2001,,24234.8709524333,
"VU",2002,26656.6143984,26656.6143984,18230.14361028
"VU",2003,,26625.4103346,
"VU",2004,,26594.2062708,
"VU",2005,26563.002207,26563.002207,25165.457457
"VU",2006,,27733.9170453333,
"VU",2007,,28904.8318836667,
"VU",2008,30075.746722,30075.746722,35037.958862
"VU",2009,,30576.88067075,
"VU",2010,31078.0146195,31078.0146195,42478.988445
"VU",2011,31465.482132,31465.482132,51156.3211775
"VU",2012,31450.8640215,31450.8640215,56081.7096525
"VU",2013,31012.6289336,31012.6289336,63984.5769472
"VU",2014,,32450.8555396,
"VU",2015,33889.0821456,33889.0821456,76020.9446457
"VU",2016,,33889.0821456,
"VU",2017,,33889.0821456,
"VE",1981,919464.544665,919464.544665,0
"VE",1982,,1003697.77873303,
"VE",1983,,1087931.01280107,
"VE",1984,1172164.2468691,1172164.2468691,55806.300579355
"VE",1985,,1154281.4534308,
"VE",1986,,1136398.6599925,
"VE",1987,1118515.8665542,1118515.8665542,0
"VE",1988,,1202963.16216171,
"VE",1989,,1287410.45776921,
"VE",1990,1371857.75337672,1371857.75337672,1022992.82445384
"VE",1991,,1338964.71261102,
"VE",1992,,1306071.67184533,
"VE",1993,1273178.63107963,1273178.63107963,891713.95210064
"VE",1994,,1754747.55386269,
"VE",1995,,2236316.47664574,
"VE",1996,2717885.3994288,2717885.3994288,2025187.74900972
"VE",1997,,2774342.2772673,
"VE",1998,,2830799.1551058,
"VE",1999,2887256.0329443,2887256.0329443,2164839.50533155
"VE",2000,,3468732.64208953,
"VE",2001,,4050209.25123477,
"VE",2002,4631685.86038,4631685.86038,3941745.64319
"VE",2003,,4771187.5917118,
"VE",2004,,4910689.3230436,
"VE",2005,5050191.0543754,5050191.0543754,4989765.9871594
"VE",2006,,4200198.78565652,
"VE",2007,,3350206.51693763,
"VE",2008,2500214.24821875,2500214.24821875,2564888.0983719
"VE",2009,,2599785.54778714,
"VE",2010,2699356.84735554,2699356.84735554,3019255.0599861
"VE",2011,2697325.9887717,2697325.9887717,3175739.1227133
"VE",2012,2655813.32625,2655813.32625,3187496.131092
"VE",2013,2629548.51205112,2629548.51205112,3295589.4908024
"VE",2014,,2698743.72418181,
"VE",2015,2767938.9363125,2767938.9363125,3680331.0553128
"VE",2016,,2767938.9363125,
"VE",2017,,2767938.9363125,
"VN",1981,42836113.4622,42836113.4622,23464591.1286
"VN",1982,,42042073.5946667,
"VN",1983,,41248033.7271333,
"VN",1984,40453993.8596,40453993.8596,23411915.5204
"VN",1985,,41064026.0897333,
"VN",1986,,41674058.3198667,
"VN",1987,42284090.55,42284090.55,27879513.675
"VN",1988,,41907512.12159,
"VN",1989,,41530933.69318,
"VN",1990,41154355.26477,41154355.26477,24308867.3241
"VN",1991,,39474033.3050133,
"VN",1992,,37793711.3452567,
"VN",1993,36113389.3855,36113389.3855,19701245.0935
"VN",1994,,33953566.58694,
"VN",1995,,31793743.78838,
"VN",1996,29633920.98982,29633920.98982,18159629.11564
"VN",1997,,28865317.1094267,
"VN",1998,,28096713.2290333,
"VN",1999,27328109.34864,27328109.34864,16213943.49798
"VN",2000,,28284108.24044,
"VN",2001,,29240107.13224,
"VN",2002,30196106.02404,30196106.02404,22226770.49615
"VN",2003,,26516836.4178233,
"VN",2004,,22837566.8116067,
"VN",2005,19158297.20539,19158297.20539,18110269.69339
"VN",2006,,16957515.8261167,
"VN",2007,,14756734.4468433,
"VN",2008,12555953.06757,12555953.06757,14367576.91902
"VN",2009,,8098049.6865975,
"VN",2010,3640146.305625,3640146.305625,5393515.716525
"VN",2011,3044028.161669,3044028.161669,5640150.664159
"VN",2012,2484651.400172,2484651.400172,5071896.964368
"VN",2013,2491229.145155,2491229.145155,5835927.52011
"VN",2014,,2299581.0647785,
"VN",2015,2107932.984402,2107932.984402,5557233.512082
"VN",2016,,2107932.984402,
"VN",2017,,2107932.984402,
"YE",1981,1929943.4590845,1929943.4590845,326864.12414265
"YE",1982,,2012619.969244,
"YE",1983,,2095296.4794035,
"YE",1984,2177972.989563,2177972.989563,645860.1008934
"YE",1985,,1840678.20364617,
"YE",1986,,1503383.41772933,
"YE",1987,1166088.6318125,1166088.6318125,334906.18192075
"YE",1988,,1218328.38497083,
"YE",1989,,1270568.13812917,
"YE",1990,1322807.8912875,1322807.8912875,373160.77537518
"YE",1991,,1350385.0583436,
"YE",1992,,1377962.2253997,
"YE",1993,1405539.3924558,1405539.3924558,444538.09195713
"YE",1994,,1402909.56722224,
"YE",1995,,1400279.74198868,
"YE",1996,1397649.91675512,1397649.91675512,675725.51299932
"YE",1997,,1401481.59701881,
"YE",1998,,1405313.27728249,
"YE",1999,1409144.95754618,1409144.95754618,671885.57979244
"YE",2000,,1517257.64479755,
"YE",2001,,1625370.33204893,
"YE",2002,1733483.0193003,1733483.0193003,1013836.80203262
"YE",2003,,1818438.15118567,
"YE",2004,,1903393.28307104,
"YE",2005,1988348.41495641,1988348.41495641,1875973.45504867
"YE",2006,,2131382.34802707,
"YE",2007,,2274416.28109774,
"YE",2008,2417450.2141684,2417450.2141684,2807567.0014793
"YE",2009,,2356570.03399407,
"YE",2010,2295689.85381974,2295689.85381974,3333794.1832601
"YE",2011,4205281.5907674,4205281.5907674,6594671.981623
"YE",2012,4469406.4219056,4469406.4219056,7440824.4570303
"YE",2013,4257946.08656,4257946.08656,8163056.5806012
"YE",2014,,7625983.8670276,
"YE",2015,10994021.6474952,10994021.6474952,17196204.7951944
"YE",2016,,10994021.6474952,
"YE",2017,,10994021.6474952,
"ZM",1981,2887450.6477356,2887450.6477356,2073454.2559422
"ZM",1982,,3074234.0432999,
"ZM",1983,,3261017.4388642,
"ZM",1984,3447800.8344285,3447800.8344285,2722615.3777185
"ZM",1985,,3583660.9792654,
"ZM",1986,,3719521.1241023,
"ZM",1987,3855381.2689392,3855381.2689392,3226483.4589218
"ZM",1988,,3999086.4830358,
"ZM",1989,,4142791.6971324,
"ZM",1990,4286496.911229,4286496.911229,3571081.6339341
"ZM",1991,,4433812.39895587,
"ZM",1992,,4581127.88668273,
"ZM",1993,4728443.3744096,4728443.3744096,3635601.987912
"ZM",1994,,4459015.3995712,
"ZM",1995,,4189587.4247328,
"ZM",1996,3920159.4498944,3920159.4498944,2912323.485888
"ZM",1997,,4116087.28494473,
"ZM",1998,,4312015.11999507,
"ZM",1999,4507942.9550454,4507942.9550454,3530517.1990038
"ZM",2000,,4839213.8467956,
"ZM",2001,,5170484.7385458,
"ZM",2002,5501755.630296,5501755.630296,4584469.7892357
"ZM",2003,,5977989.92982013,
"ZM",2004,,6454224.22934427,
"ZM",2005,6930458.5288684,6930458.5288684,6832719.1593552
"ZM",2006,,7351563.25594557,
"ZM",2007,,7772667.98302273,
"ZM",2008,8193772.7100999,8193772.7100999,8420678.5014513
"ZM",2009,,8557668.2811025,
"ZM",2010,8921563.8521051,8921563.8521051,9500187.7607725
"ZM",2011,8929874.1976576,8929874.1976576,9834198.3896068
"ZM",2012,8804421.4266036,8804421.4266036,9932884.1403141
"ZM",2013,8909778.354516,8909778.354516,10303782.755256
"ZM",2014,,9083449.70169725,
"ZM",2015,9257121.0488785,9257121.0488785,10977394.7071283
"ZM",2016,,9257121.0488785,
"ZM",2017,,9257121.0488785,
"ZW",1981,431470.7152638,431470.7152638,0
"ZW",1982,,523875.526368067,
"ZW",1983,,616280.337472333,
"ZW",1984,708685.1485766,708685.1485766,14044.65255176
"ZW",1985,,743858.360046713,
"ZW",1986,,779031.571516827,
"ZW",1987,814204.78298694,814204.78298694,73472.407306227
"ZW",1988,,741763.39623021,
"ZW",1989,,669322.00947348,
"ZW",1990,596880.62271675,596880.62271675,16071.151866408
"ZW",1991,,715429.72286802,
"ZW",1992,,833978.82301929,
"ZW",1993,952527.92317056,952527.92317056,121999.20253008
"ZW",1994,,824645.759251787,
"ZW",1995,,696763.595333013,
"ZW",1996,568881.43141424,568881.43141424,97461.750876476
"ZW",1997,,577518.304143433,
"ZW",1998,,586155.176872627,
"ZW",1999,594792.04960182,594792.04960182,119110.15766675
"ZW",2000,,775068.389428463,
"ZW",2001,,955344.729255107,
"ZW",2002,1135621.06908175,1135621.06908175,630162.09069625
"ZW",2003,,1685327.00689077,
"ZW",2004,,2235032.94469978,
"ZW",2005,2784738.8825088,2784738.8825088,2667327.5021568
"ZW",2006,,3501536.66067057,
"ZW",2007,,4218334.43883233,
"ZW",2008,4935132.2169941,4935132.2169941,5295079.7403123
"ZW",2009,,4361114.3410111,
"ZW",2010,3787096.4650281,3787096.4650281,4594472.0360952
"ZW",2011,3078796.1166013,3078796.1166013,4306003.1722695
"ZW",2012,2481809.0244038,2481809.0244038,3838737.0857264
"ZW",2013,2362578.89911,2362578.89911,4143015.105706
"ZW",2014,,2446570.81009805,
"ZW",2015,2530562.7210861,2530562.7210861,4876199.5167463
"ZW",2016,,2530562.7210861,
"ZW",2017,,2530562.7210861,
"BA",1981,,118378.01216782,
"BA",1982,,118378.01216782,
"BA",1983,,118378.01216782,
"BA",1984,118378.01216782,118378.01216782,28021.562612964
"BA",1985,,112178.51555922,
"BA",1986,,105979.01895062,
"BA",1987,99779.52234202,99779.52234202,29486.421304873
"BA",1988,,173698.346240013,
"BA",1989,,247617.170138007,
"BA",1990,321535.994036,321535.994036,64891.10367324
"BA",1991,,532276.105988533,
"BA",1992,,743016.217941067,
"BA",1993,953756.3298936,953756.3298936,341583.3852424
"BA",1994,,656028.12371756,
"BA",1995,,358299.91754152,
"BA",1996,60571.71136548,60571.71136548,27280.931500368
"BA",1997,,44802.7909274267,
"BA",1998,,29033.8704893733,
"BA",1999,13264.95005132,13264.95005132,11200.589051322
"BA",2000,,12626.729129944,
"BA",2001,,11988.508208568,
"BA",2002,11350.287287192,11350.287287192,9552.14982281
"BA",2003,,9194.49172896133,
"BA",2004,,7038.69617073067,
"BA",2005,4882.9006125,4882.9006125,4882.9006125
"BA",2006,,3988.4765032373,
"BA",2007,,3094.0523939746,
"BA",2008,2199.6282847119,2199.6282847119,2350.0992308913
"BA",2009,,2194.21738425075,
"BA",2010,2188.8064837896,2188.8064837896,3955.008294636
"BA",2011,2175.9327221115,2175.9327221115,5069.478059225
"BA",2012,3595.05521132,3595.05521132,8381.8963726
"BA",2013,4978.503619,4978.503619,11165.244282844
"BA",2014,,6045.841605974,
"BA",2015,7113.179592948,7113.179592948,14479.325371797
"BA",2016,,7113.179592948,
"BA",2017,,7113.179592948,
"LA",1981,,1536072.4456051,
"LA",1982,,1536072.4456051,
"LA",1983,,1536072.4456051,
"LA",1984,1536072.4456051,1536072.4456051,412711.0422513
"LA",1985,,1583489.71227267,
"LA",1986,,1630906.97894023,
"LA",1987,1678324.2456078,1678324.2456078,642486.3986349
"LA",1988,,1632615.5238468,
"LA",1989,,1586906.8020858,
"LA",1990,1541198.0803248,1541198.0803248,488011.5225616
"LA",1991,,1581915.78539787,
"LA",1992,,1622633.49047093,
"LA",1993,1663351.195544,1663351.195544,688010.639232
"LA",1994,,1900918.699032,
"LA",1995,,2138486.20252,
"LA",1996,2376053.706008,2376053.706008,1570565.98927
"LA",1997,,2379758.45599307,
"LA",1998,,2383463.20597813,
"LA",1999,2387167.9559632,2387167.9559632,1576185.6550284
"LA",2000,,2226971.65880783,
"LA",2001,,2066775.36165247,
"LA",2002,1906579.0644971,1906579.0644971,1338438.6485836
"LA",2003,,1860076.62361367,
"LA",2004,,1813574.18273023,
"LA",2005,1767071.7418468,1767071.7418468,1663899.7540564
"LA",2006,,1710881.62679953,
"LA",2007,,1654691.51175227,
"LA",2008,1598501.396705,1598501.396705,1817387.321121
"LA",2009,,1569561.1961093,
"LA",2010,1540620.9955136,1540620.9955136,2029346.9628408
"LA",2011,1496577.0108033,1496577.0108033,2273617.9638132
"LA",2012,1465052.0315539,1465052.0315539,2363826.8312074
"LA",2013,1291495.2653617,1291495.2653617,2432296.6751967
"LA",2014,,1113187.2663173,
"LA",2015,934879.2672729,934879.2672729,2237681.4837894
"LA",2016,,934879.2672729,
"LA",2017,,934879.2672729,
"MK",1981,,12033.184759155,
"MK",1982,,12033.184759155,
"MK",1983,,12033.184759155,
"MK",1984,12033.184759155,12033.184759155,0
"MK",1985,,9404.38014034467,
"MK",1986,,6775.57552153433,
"MK",1987,4146.770902724,4146.770902724,0
"MK",1988,,10823.339603896,
"MK",1989,,17499.908305068,
"MK",1990,24176.47700624,24176.47700624,0
"MK",1991,,30773.2892081733,
"MK",1992,,37370.1014101067,
"MK",1993,43966.91361204,43966.91361204,0
"MK",1994,,38643.7992746967,
"MK",1995,,33320.6849373533,
"MK",1996,27997.57060001,27997.57060001,0
"MK",1997,,46633.1500974133,
"MK",1998,,65268.7295948167,
"MK",1999,83904.30909222,83904.30909222,33008.02758516
"MK",2000,,65836.03879812,
"MK",2001,,47767.76850402,
"MK",2002,29699.49820992,29699.49820992,16232.474312544
"MK",2003,,29294.7517612267,
"MK",2004,,28890.0053125333,
"MK",2005,28485.25886384,28485.25886384,26247.94769088
"MK",2006,,23251.0179601133,
"MK",2007,,18016.7770563867,
"MK",2008,12782.53615266,12782.53615266,13359.508274412
"MK",2009,,109986.61291613,
"MK",2010,207190.6896796,207190.6896796,228260.0448568
"MK",2011,208409.4036333,208409.4036333,249115.7722342
"MK",2012,146015.99210696,146015.99210696,208166.845248
"MK",2013,124663.34211687,124663.34211687,188110.06903002
"MK",2014,,114549.759120575,
"MK",2015,104436.17612428,104436.17612428,146568.861439
"MK",2016,,104436.17612428,
"MK",2017,,104436.17612428,
"MD",1981,,188774.69936,
"MD",1982,,188774.69936,
"MD",1983,,188774.69936,
"MD",1984,188774.69936,188774.69936,74454.016
"MD",1985,,192047.467613333,
"MD",1986,,195320.235866667,
"MD",1987,198593.00412,198593.00412,90199.65171
"MD",1988,,170207.25176,
"MD",1989,,141821.4994,
